"old_names","new_names"
"lysine N-methyltransferase activity","lysine N-methyltransferase activity"
"protein-lysine N-methyltransferase activity","protein-lysine N-methyltransferase activity"
"peptidyl-lysine methylation","peptidyl-lysine methylation"
"peptidyl-lysine trimethylation","peptidyl-lysine trimethylation"
"negative regulation of RNA catabolic process","negative regulation of RNA catabolic process"
"negative regulation of catabolic process","negative regulation of catabolic process"
"negative regulation of cellular catabolic process","negative regulation of cellular catabolic process"
"aminoacyltransferase activity","aminoacyltransferase activity"
"leucyltransferase activity","leucyltransferase activity"
"5'-3' exodeoxyribonuclease activity","5'-3' exodeoxyribonuclease activity"
"5'-3' exonuclease activity","5'-3' exonuclease activity"
"5'-3' exoribonuclease activity","5'-3' exoribonuclease activity"
"8-oxo-7,8-dihydroguanine DNA N-glycosylase activity","8-oxo-7,8-dihydroguanine DNA N-glycosylase activity"
"oxidized purine nucleobase lesion DNA N-glycosylase activity","oxidized purine nucleobase lesion DNA N-glycosylase activity"
"positive regulation of translational fidelity","positive regulation of translational fidelity"
"cobalamin biosynthetic process","cobalamin biosynthetic process"
"cobalamin metabolic process","cobalamin metabolic process"
"adenosylcobinamide-GDP ribazoletransferase activity","adenosylcobinamide-GDP ribazoletransferase activity"
"oxidized DNA binding","oxidized DNA binding"
"oxidized purine DNA binding","oxidized purine DNA binding"
"purine-specific mismatch base pair DNA N-glycosylase activity","purine-specific mismatch base pair DNA N-glycosylase activity"
"mismatch base pair DNA N-glycosylase activity","mismatch base pair DNA N-glycosylase activity"
"adenine/guanine mispair binding","adenine/guanine mispair binding"
"'de novo' cotranslational protein folding","'de novo' cotranslational protein folding"
"protein unfolding","protein unfolding"
"3'-nucleotidase activity","3'-nucleotidase activity"
"ribonucleoside monophosphate catabolic process","ribonucleoside monophosphate catabolic process"
"nucleoside monophosphate catabolic process","nucleoside monophosphate catabolic process"
"pyrimidine ribonucleoside monophosphate metabolic process","pyrimidine ribonucleoside monophosphate metabolic process"
"pyrimidine ribonucleoside monophosphate catabolic process","pyrimidine ribonucleoside monophosphate catabolic process"
"pyrimidine nucleoside monophosphate catabolic process","pyrimidine nucleoside monophosphate catabolic process"
"UMP metabolic process","UMP metabolic process"
"UMP catabolic process","UMP catabolic process"
"succinyl-CoA metabolic process","succinyl-CoA metabolic process"
"6,7-dimethyl-8-ribityllumazine synthase activity","6,7-dimethyl-8-ribityllumazine synthase activity"
"3,4-dihydroxy-2-butanone-4-phosphate synthase activity","3,4-dihydroxy-2-butanone-4-phosphate synthase activity"
"GTP cyclohydrolase activity","GTP cyclohydrolase activity"
"GTP cyclohydrolase II activity","GTP cyclohydrolase II activity"
"cyclohydrolase activity","cyclohydrolase activity"
"S-adenosylmethionine metabolic process","S-adenosylmethionine metabolic process"
"S-adenosylmethionine biosynthetic process","S-adenosylmethionine biosynthetic process"
"methionine adenosyltransferase activity","methionine adenosyltransferase activity"
"cytoplasmic translational termination","cytoplasmic translational termination"
"ribose-5-phosphate isomerase activity","ribose-5-phosphate isomerase activity"
"ribonuclease P activity","ribonuclease P activity"
"tRNA-specific ribonuclease activity","tRNA-specific ribonuclease activity"
"endoribonuclease complex","endoribonuclease complex"
"ribonuclease P complex","ribonuclease P complex"
"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity","3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity"
"negative regulation of gene expression, epigenetic","negative regulation of gene expression, epigenetic"
"chromatin organization","chromatin organization"
"regulation of gene expression, epigenetic","regulation of gene expression, epigenetic"
"propanediol degradation polyhedral organelle","propanediol degradation polyhedral organelle"
"bacterial microcompartment","bacterial microcompartment"
"ethanolamine degradation polyhedral organelle","ethanolamine degradation polyhedral organelle"
"protein secretion by the type III secretion system","protein secretion by the type III secretion system"
"demethylation","demethylation"
"oxidative demethylation","oxidative demethylation"
"DNA-N1-methyladenine dioxygenase activity","DNA-N1-methyladenine dioxygenase activity"
"DNA demethylation","DNA demethylation"
"regulation of cellulose biosynthetic process","regulation of cellulose biosynthetic process"
"positive regulation of cellulose biosynthetic process","positive regulation of cellulose biosynthetic process"
"regulation of beta-glucan metabolic process","regulation of beta-glucan metabolic process"
"regulation of beta-glucan biosynthetic process","regulation of beta-glucan biosynthetic process"
"positive regulation of cellular carbohydrate metabolic process","positive regulation of cellular carbohydrate metabolic process"
"cellulose biosynthetic process","cellulose biosynthetic process"
"cellulose metabolic process","cellulose metabolic process"
"regulation of cellular carbohydrate metabolic process","regulation of cellular carbohydrate metabolic process"
"positive regulation of carbohydrate metabolic process","positive regulation of carbohydrate metabolic process"
"regulation of glucan biosynthetic process","regulation of glucan biosynthetic process"
"response to salt stress","response to salt stress"
"regulation of response to salt stress","regulation of response to salt stress"
"positive regulation of response to salt stress","positive regulation of response to salt stress"
"positive regulation of response to stimulus","positive regulation of response to stimulus"
"regulation of response to osmotic stress","regulation of response to osmotic stress"
"stress response to acid chemical","stress response to acid chemical"
"stress response to cadmium ion","stress response to cadmium ion"
"response to cadmium ion","response to cadmium ion"
"detoxification of inorganic compound","detoxification of inorganic compound"
"detoxification of cadmium ion","detoxification of cadmium ion"
"stress response to metal ion","stress response to metal ion"
"cellulose binding","cellulose binding"
"polysaccharide binding","polysaccharide binding"
"protein localization to Golgi apparatus","protein localization to Golgi apparatus"
"protein localization to organelle","protein localization to organelle"
"oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor","oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor"
"proline oxidase activity","proline oxidase activity"
"cellular response to nitrogen compound","cellular response to nitrogen compound"
"response to organic cyclic compound","response to organic cyclic compound"
"cellular response to amino acid stimulus","cellular response to amino acid stimulus"
"cellular response to organic substance","cellular response to organic substance"
"cellular response to endogenous stimulus","cellular response to endogenous stimulus"
"response to endogenous stimulus","response to endogenous stimulus"
"cellular response to proline","cellular response to proline"
"response to proline","response to proline"
"cellular response to organonitrogen compound","cellular response to organonitrogen compound"
"cellular response to organic cyclic compound","cellular response to organic cyclic compound"
"cellular response to acid chemical","cellular response to acid chemical"
"proline binding","proline binding"
"core promoter sequence-specific DNA binding","core promoter sequence-specific DNA binding"
"proline dehydrogenase activity","proline dehydrogenase activity"
"proline transport","proline transport"
"regulation of intracellular signal transduction","regulation of intracellular signal transduction"
"positive regulation of pattern recognition receptor signaling pathway","positive regulation of pattern recognition receptor signaling pathway"
"positive regulation of intracellular signal transduction","positive regulation of intracellular signal transduction"
"regulation of immune system process","regulation of immune system process"
"pattern recognition receptor signaling pathway","pattern recognition receptor signaling pathway"
"regulation of pattern recognition receptor signaling pathway","regulation of pattern recognition receptor signaling pathway"
"cytoplasmic pattern recognition receptor signaling pathway","cytoplasmic pattern recognition receptor signaling pathway"
"immune response","immune response"
"nucleotide-binding oligomerization domain containing signaling pathway","nucleotide-binding oligomerization domain containing signaling pathway"
"regulation of nucleotide-binding oligomerization domain containing signaling pathway","regulation of nucleotide-binding oligomerization domain containing signaling pathway"
"nucleotide-binding oligomerization domain containing 1 signaling pathway","nucleotide-binding oligomerization domain containing 1 signaling pathway"
"regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway","regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway"
"intracellular receptor signaling pathway","intracellular receptor signaling pathway"
"positive regulation of nucleotide-binding oligomerization domain containing signaling pathway","positive regulation of nucleotide-binding oligomerization domain containing signaling pathway"
"regulation of immune response","regulation of immune response"
"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"
"positive regulation of signal transduction","positive regulation of signal transduction"
"regulation of signal transduction","regulation of signal transduction"
"immune system process","immune system process"
"immune response-regulating signaling pathway","immune response-regulating signaling pathway"
"positive regulation of signaling","positive regulation of signaling"
"positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway","positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway"
"regulation of signaling","regulation of signaling"
"positive regulation of cell communication","positive regulation of cell communication"
"regulation of cell communication","regulation of cell communication"
"ubiquitin protein ligase activity","ubiquitin protein ligase activity"
"ubiquitin-like protein ligase activity","ubiquitin-like protein ligase activity"
"protein modification by small protein conjugation or removal","protein modification by small protein conjugation or removal"
"ubiquitin-like protein transferase activity","ubiquitin-like protein transferase activity"
"protein modification by small protein conjugation","protein modification by small protein conjugation"
"ubiquitin-protein transferase activity","ubiquitin-protein transferase activity"
"protein ubiquitination","protein ubiquitination"
"positive regulation of interleukin-8 production","positive regulation of interleukin-8 production"
"interleukin-8 production","interleukin-8 production"
"positive regulation of multicellular organismal process","positive regulation of multicellular organismal process"
"cytokine production","cytokine production"
"regulation of cytokine production","regulation of cytokine production"
"regulation of multicellular organismal process","regulation of multicellular organismal process"
"positive regulation of cytokine production","positive regulation of cytokine production"
"multicellular organismal process","multicellular organismal process"
"regulation of interleukin-8 production","regulation of interleukin-8 production"
"regulation of biological process involved in symbiotic interaction","regulation of biological process involved in symbiotic interaction"
"positive regulation of programmed cell death","positive regulation of programmed cell death"
"regulation of programmed cell death","regulation of programmed cell death"
"positive regulation of immune system process","positive regulation of immune system process"
"regulation of response to biotic stimulus","regulation of response to biotic stimulus"
"cell death","cell death"
"positive regulation of response to biotic stimulus","positive regulation of response to biotic stimulus"
"biological process involved in symbiotic interaction","biological process involved in symbiotic interaction"
"defense response to other organism","defense response to other organism"
"positive regulation of defense response","positive regulation of defense response"
"regulation of cell death","regulation of cell death"
"positive regulation of cell death","positive regulation of cell death"
"regulation of defense response","regulation of defense response"
"positive regulation of plant-type hypersensitive response","positive regulation of plant-type hypersensitive response"
"regulation of plant-type hypersensitive response","regulation of plant-type hypersensitive response"
"programmed cell death induced by symbiont","programmed cell death induced by symbiont"
"positive regulation of response to external stimulus","positive regulation of response to external stimulus"
"regulation of response to external stimulus","regulation of response to external stimulus"
"biological process involved in interaction with symbiont","biological process involved in interaction with symbiont"
"positive regulation of immune response","positive regulation of immune response"
"defense response","defense response"
"plant-type hypersensitive response","plant-type hypersensitive response"
"positive regulation of innate immune response","positive regulation of innate immune response"
"innate immune response","innate immune response"
"regulation of innate immune response","regulation of innate immune response"
"programmed cell death","programmed cell death"
"glycerophospholipid acyltransferase (CoA-dependent) activity","glycerophospholipid acyltransferase (CoA-dependent) activity"
"host cell","host cell"
"host intracellular region","host intracellular region"
"host intracellular membrane-bounded organelle","host intracellular membrane-bounded organelle"
"host cell endosome","host cell endosome"
"host cell part","host cell part"
"host cell cytoplasm","host cell cytoplasm"
"host intracellular organelle","host intracellular organelle"
"host intracellular part","host intracellular part"
"host cellular component","host cellular component"
"host cell cytoplasm part","host cell cytoplasm part"
"GTPase binding","GTPase binding"
"small GTPase binding","small GTPase binding"
"host cell membrane","host cell membrane"
"cholesterol O-acyltransferase activity","cholesterol O-acyltransferase activity"
"sterol O-acyltransferase activity","sterol O-acyltransferase activity"
"positive regulation of protein localization to membrane","positive regulation of protein localization to membrane"
"receptor clustering","receptor clustering"
"positive regulation of receptor clustering","positive regulation of receptor clustering"
"positive regulation of protein localization","positive regulation of protein localization"
"regulation of receptor clustering","regulation of receptor clustering"
"NAD+ kinase activity","NAD+ kinase activity"
"NADP biosynthetic process","NADP biosynthetic process"
"NADH binding","NADH binding"
"extracellular polysaccharide biosynthetic process","extracellular polysaccharide biosynthetic process"
"extracellular polysaccharide metabolic process","extracellular polysaccharide metabolic process"
"glucose-1-phosphate thymidylyltransferase activity","glucose-1-phosphate thymidylyltransferase activity"
"abequosyltransferase activity","abequosyltransferase activity"
"O antigen biosynthetic process","O antigen biosynthetic process"
"O antigen metabolic process","O antigen metabolic process"
"enoyl-[acyl-carrier-protein] reductase (NADH) activity","enoyl-[acyl-carrier-protein] reductase (NADH) activity"
"symbiont-containing vacuole","symbiont-containing vacuole"
"membrane-bounded organelle","membrane-bounded organelle"
"extracellular organelle","extracellular organelle"
"extracellular membrane-bounded organelle","extracellular membrane-bounded organelle"
"lipid phosphatase activity","lipid phosphatase activity"
"negative regulation of signaling","negative regulation of signaling"
"negative regulation of growth","negative regulation of growth"
"regulation of growth","regulation of growth"
"growth","growth"
"negative regulation of cell growth","negative regulation of cell growth"
"regulation of cell growth","regulation of cell growth"
"cell growth","cell growth"
"movement in host environment","movement in host environment"
"entry into host","entry into host"
"entry of bacterium into host cell","entry of bacterium into host cell"
"biological process involved in interaction with host","biological process involved in interaction with host"
"cell wall modification","cell wall modification"
"D,D-heptose 1,7-bisphosphate phosphatase activity","D,D-heptose 1,7-bisphosphate phosphatase activity"
"palmitoyltransferase activity","palmitoyltransferase activity"
"aminoglycoside nucleotidyltransferase activity","aminoglycoside nucleotidyltransferase activity"
"aminoglycoside 3''-adenylyltransferase activity","aminoglycoside 3''-adenylyltransferase activity"
"single-species biofilm formation in or on host organism","single-species biofilm formation in or on host organism"
"adhesion of symbiont to host","adhesion of symbiont to host"
"cell adhesion involved in single-species biofilm formation in or on host organism","cell adhesion involved in single-species biofilm formation in or on host organism"
"formate kinase activity","formate kinase activity"
"propionate kinase activity","propionate kinase activity"
"toxin activity","toxin activity"
"modulation of process of another organism","modulation of process of another organism"
"protein-arginine N-acetylglucosaminyltransferase activity","protein-arginine N-acetylglucosaminyltransferase activity"
"protein N-acetylglucosaminyltransferase activity","protein N-acetylglucosaminyltransferase activity"
"host cell cytosol","host cell cytosol"
"4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity","4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity"
"thiamine-containing compound metabolic process","thiamine-containing compound metabolic process"
"thiamine-containing compound biosynthetic process","thiamine-containing compound biosynthetic process"
"thiamine metabolic process","thiamine metabolic process"
"thiamine biosynthetic process","thiamine biosynthetic process"
"3,4-dihydroxybenzoate biosynthetic process","3,4-dihydroxybenzoate biosynthetic process"
"3,4-dihydroxybenzoate metabolic process","3,4-dihydroxybenzoate metabolic process"
"3-dehydroquinate dehydratase activity","3-dehydroquinate dehydratase activity"
"positive regulation of establishment of protein localization","positive regulation of establishment of protein localization"
"regulation of secretion","regulation of secretion"
"positive regulation of protein transport","positive regulation of protein transport"
"positive regulation of secretion","positive regulation of secretion"
"positive regulation of protein secretion","positive regulation of protein secretion"
"regulation of protein secretion","regulation of protein secretion"
"positive regulation of secretion by cell","positive regulation of secretion by cell"
"regulation of secretion by cell","regulation of secretion by cell"
"protein self-association","protein self-association"
"protein homodimerization activity","protein homodimerization activity"
"protein dimerization activity","protein dimerization activity"
"dTDP-4-dehydrorhamnose 3,5-epimerase activity","dTDP-4-dehydrorhamnose 3,5-epimerase activity"
"dTDP-4-dehydrorhamnose reductase activity","dTDP-4-dehydrorhamnose reductase activity"
"host cell endoplasmic reticulum","host cell endoplasmic reticulum"
"regulation of protein binding","regulation of protein binding"
"negative regulation of binding","negative regulation of binding"
"regulation of binding","regulation of binding"
"negative regulation of protein binding","negative regulation of protein binding"
"2-methylcitrate dehydratase activity","2-methylcitrate dehydratase activity"
"Gram-negative-bacterium-type cell wall","Gram-negative-bacterium-type cell wall"
"peptidoglycan-based cell wall","peptidoglycan-based cell wall"
"cell wall","cell wall"
"nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity","nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity"
"phosphogluconate dehydrogenase (decarboxylating) activity","phosphogluconate dehydrogenase (decarboxylating) activity"
"regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed","regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed"
"keto-3-deoxy-D-manno-octulosonic acid metabolic process","keto-3-deoxy-D-manno-octulosonic acid metabolic process"
"keto-3-deoxy-D-manno-octulosonic acid biosynthetic process","keto-3-deoxy-D-manno-octulosonic acid biosynthetic process"
"type III protein secretion system complex","type III protein secretion system complex"
"propionate-CoA ligase activity","propionate-CoA ligase activity"
"2-iminobutanoate/2-iminopropanoate deaminase","2-iminobutanoate/2-iminopropanoate deaminase"
"2-iminobutanoate deaminase activity","2-iminobutanoate deaminase activity"
"L-altrarate catabolic process","L-altrarate catabolic process"
"L-altrarate metabolic process","L-altrarate metabolic process"
"L-altrarate dehydratase activity","L-altrarate dehydratase activity"
"glycerol kinase activity","glycerol kinase activity"
"regulation of organelle organization","regulation of organelle organization"
"positive regulation of organelle assembly","positive regulation of organelle assembly"
"regulation of organelle assembly","regulation of organelle assembly"
"positive regulation of cellular component biogenesis","positive regulation of cellular component biogenesis"
"positive regulation of cellular component organization","positive regulation of cellular component organization"
"positive regulation of organelle organization","positive regulation of organelle organization"
"intracellular membrane-bounded organelle","intracellular membrane-bounded organelle"
"tRNA N1-guanine methylation","tRNA N1-guanine methylation"
"tRNA (guanine-N1-)-methyltransferase activity","tRNA (guanine-N1-)-methyltransferase activity"
"tRNA (guanine(37)-N(1))-methyltransferase activity","tRNA (guanine(37)-N(1))-methyltransferase activity"
"tRNA dimethylallyltransferase activity","tRNA dimethylallyltransferase activity"
"oxidative DNA demethylation","oxidative DNA demethylation"
"oxidative single-stranded DNA demethylation","oxidative single-stranded DNA demethylation"
"demethylase activity","demethylase activity"
"oxidative RNA demethylase activity","oxidative RNA demethylase activity"
"oxidative RNA demethylation","oxidative RNA demethylation"
"DNA demethylase activity","DNA demethylase activity"
"oxidative DNA demethylase activity","oxidative DNA demethylase activity"
"protein-phosphocysteine-glucose phosphotransferase system transporter activity","protein-phosphocysteine-glucose phosphotransferase system transporter activity"
"glycine C-acetyltransferase activity","glycine C-acetyltransferase activity"
"o-succinylbenzoate-CoA ligase activity","o-succinylbenzoate-CoA ligase activity"
"UDP-N-acetylmuramate dehydrogenase activity","UDP-N-acetylmuramate dehydrogenase activity"
"biotin-protein ligase activity","biotin-protein ligase activity"
"biotin-[acetyl-CoA-carboxylase] ligase activity","biotin-[acetyl-CoA-carboxylase] ligase activity"
"protein biotinylation","protein biotinylation"
"succinyltransferase activity","succinyltransferase activity"
"O-succinyltransferase activity","O-succinyltransferase activity"
"homoserine O-succinyltransferase activity","homoserine O-succinyltransferase activity"
"3-isopropylmalate dehydrogenase activity","3-isopropylmalate dehydrogenase activity"
"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex"
"ferrochelatase activity","ferrochelatase activity"
"regulation of membrane lipid distribution","regulation of membrane lipid distribution"
"membrane lipid distribution","membrane lipid distribution"
"lipid translocation","lipid translocation"
"DNA replication origin binding","DNA replication origin binding"
"thymidine phosphorylase activity","thymidine phosphorylase activity"
"TAM protein secretion complex","TAM protein secretion complex"
"fermentation","fermentation"
"inorganic phosphate transmembrane transporter activity","inorganic phosphate transmembrane transporter activity"
"phospholipid transporter activity","phospholipid transporter activity"
"fructuronate reductase activity","fructuronate reductase activity"
"hexuronate transmembrane transporter activity","hexuronate transmembrane transporter activity"
"uronic acid transmembrane transporter activity","uronic acid transmembrane transporter activity"
"monosaccharide transmembrane transporter activity","monosaccharide transmembrane transporter activity"
"hexuronate transmembrane transport","hexuronate transmembrane transport"
"uronic acid transmembrane transport","uronic acid transmembrane transport"
"sugar transmembrane transporter activity","sugar transmembrane transporter activity"
"hexuronide transport","hexuronide transport"
"fructose-bisphosphate aldolase activity","fructose-bisphosphate aldolase activity"
"succinate metabolic process","succinate metabolic process"
"adenosine 5'-monophosphoramidase activity","adenosine 5'-monophosphoramidase activity"
"porphobilinogen synthase activity","porphobilinogen synthase activity"
"lytic endotransglycosylase activity","lytic endotransglycosylase activity"
"protein maturation by [4Fe-4S] cluster transfer","protein maturation by [4Fe-4S] cluster transfer"
"alkylthioltransferase activity","alkylthioltransferase activity"
"peptidyl-aspartic acid modification","peptidyl-aspartic acid modification"
"aspartic acid methylthiotransferase activity","aspartic acid methylthiotransferase activity"
"peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid","peptidyl-L-beta-methylthioaspartic acid biosynthetic process from peptidyl-aspartic acid"
"methylthiotransferase activity","methylthiotransferase activity"
"tripeptide transmembrane transport","tripeptide transmembrane transport"
"glutathione transmembrane transport","glutathione transmembrane transport"
"glutathione transport","glutathione transport"
"glutathione transmembrane transporter activity","glutathione transmembrane transporter activity"
"tartronate-semialdehyde synthase activity","tartronate-semialdehyde synthase activity"
"NADPH binding","NADPH binding"
"terpenoid metabolic process","terpenoid metabolic process"
"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process"
"terpenoid biosynthetic process, mevalonate-independent","terpenoid biosynthetic process, mevalonate-independent"
"terpenoid biosynthetic process","terpenoid biosynthetic process"
"1-deoxy-D-xylulose-5-phosphate reductoisomerase activity","1-deoxy-D-xylulose-5-phosphate reductoisomerase activity"
"glucose dehydrogenase activity","glucose dehydrogenase activity"
"quinoprotein glucose dehydrogenase activity","quinoprotein glucose dehydrogenase activity"
"phospho-N-acetylmuramoyl-pentapeptide-transferase activity","phospho-N-acetylmuramoyl-pentapeptide-transferase activity"
"negative regulation of DNA-templated transcription, initiation","negative regulation of DNA-templated transcription, initiation"
"quinolinate synthetase A activity","quinolinate synthetase A activity"
"quinolinate biosynthetic process","quinolinate biosynthetic process"
"oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor","oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor"
"dihydroorotate dehydrogenase activity","dihydroorotate dehydrogenase activity"
"lysyl-tRNA aminoacylation","lysyl-tRNA aminoacylation"
"lysine-tRNA ligase activity","lysine-tRNA ligase activity"
"carbamoyl-phosphate synthase complex","carbamoyl-phosphate synthase complex"
"N6-isopentenyladenosine methylthiotransferase activity","N6-isopentenyladenosine methylthiotransferase activity"
"tRNA methylthiolation","tRNA methylthiolation"
"manganese ion transmembrane transporter activity","manganese ion transmembrane transporter activity"
"manganese ion transport","manganese ion transport"
"manganese ion transmembrane transport","manganese ion transmembrane transport"
"cellular response to inorganic substance","cellular response to inorganic substance"
"cellular response to metal ion","cellular response to metal ion"
"cellular response to iron ion","cellular response to iron ion"
"phenylalanine-tRNA ligase complex","phenylalanine-tRNA ligase complex"
"alpha-amylase activity","alpha-amylase activity"
"amylase activity","amylase activity"
"methylmalonate-semialdehyde dehydrogenase (acylating) activity","methylmalonate-semialdehyde dehydrogenase (acylating) activity"
"branched-chain amino acid catabolic process","branched-chain amino acid catabolic process"
"valine catabolic process","valine catabolic process"
"malonate-semialdehyde dehydrogenase (acetylating) activity","malonate-semialdehyde dehydrogenase (acetylating) activity"
"peptide-methionine (S)-S-oxide reductase activity","peptide-methionine (S)-S-oxide reductase activity"
"L-methionine-(S)-S-oxide reductase activity","L-methionine-(S)-S-oxide reductase activity"
"L-methionine:thioredoxin-disulfide S-oxidoreductase activity","L-methionine:thioredoxin-disulfide S-oxidoreductase activity"
"fat-soluble vitamin metabolic process","fat-soluble vitamin metabolic process"
"vitamin K biosynthetic process","vitamin K biosynthetic process"
"vitamin K metabolic process","vitamin K metabolic process"
"fat-soluble vitamin biosynthetic process","fat-soluble vitamin biosynthetic process"
"ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate","ubiquinone biosynthetic process via 3,4-dihydroxy-5-polyprenylbenzoate"
"lactate transport","lactate transport"
"lactate transmembrane transport","lactate transmembrane transport"
"lactate transmembrane transporter activity","lactate transmembrane transporter activity"
"mannitol-1-phosphate 5-dehydrogenase activity","mannitol-1-phosphate 5-dehydrogenase activity"
"mannitol catabolic process","mannitol catabolic process"
"mannitol metabolic process","mannitol metabolic process"
"protein serine/threonine kinase activity","protein serine/threonine kinase activity"
"bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process","bis(molybdopterin guanine dinucleotide)molybdenum biosynthetic process"
"bis(molybdopterin guanine dinucleotide)molybdenum metabolic process","bis(molybdopterin guanine dinucleotide)molybdenum metabolic process"
"acetylesterase activity","acetylesterase activity"
"acylglycerol lipase activity","acylglycerol lipase activity"
"medium-chain fatty acid catabolic process","medium-chain fatty acid catabolic process"
"medium-chain fatty acid metabolic process","medium-chain fatty acid metabolic process"
"medium-chain fatty acid biosynthetic process","medium-chain fatty acid biosynthetic process"
"protein targeting to ER","protein targeting to ER"
"SRP-dependent cotranslational protein targeting to membrane, translocation","SRP-dependent cotranslational protein targeting to membrane, translocation"
"cotranslational protein targeting to membrane","cotranslational protein targeting to membrane"
"SRP-dependent cotranslational protein targeting to membrane","SRP-dependent cotranslational protein targeting to membrane"
"establishment of protein localization to organelle","establishment of protein localization to organelle"
"protein localization to endoplasmic reticulum","protein localization to endoplasmic reticulum"
"establishment of protein localization to endoplasmic reticulum","establishment of protein localization to endoplasmic reticulum"
"aldehyde dehydrogenase (NAD+) activity","aldehyde dehydrogenase (NAD+) activity"
"phenylacetaldehyde dehydrogenase activity","phenylacetaldehyde dehydrogenase activity"
"aldehyde dehydrogenase [NAD(P)+] activity","aldehyde dehydrogenase [NAD(P)+] activity"
"cytosine transport","cytosine transport"
"pyrimidine nucleobase transport","pyrimidine nucleobase transport"
"pyrimidine nucleobase transmembrane transporter activity","pyrimidine nucleobase transmembrane transporter activity"
"cytosine transmembrane transporter activity","cytosine transmembrane transporter activity"
"calcium ion homeostasis","calcium ion homeostasis"
"cellular calcium ion homeostasis","cellular calcium ion homeostasis"
"calcium:sodium antiporter activity","calcium:sodium antiporter activity"
"calcium ion transport","calcium ion transport"
"calcium ion transmembrane transport","calcium ion transmembrane transport"
"calcium:cation antiporter activity","calcium:cation antiporter activity"
"calcium, potassium:sodium antiporter activity","calcium, potassium:sodium antiporter activity"
"calcium ion transmembrane transporter activity","calcium ion transmembrane transporter activity"
"calcium channel activity","calcium channel activity"
"rRNA (uridine-2'-O-)-methyltransferase activity","rRNA (uridine-2'-O-)-methyltransferase activity"
"ncRNA 5'-end processing","ncRNA 5'-end processing"
"rRNA 5'-end processing","rRNA 5'-end processing"
"RNA 5'-end processing","RNA 5'-end processing"
"mRNA pseudouridine synthesis","mRNA pseudouridine synthesis"
"mRNA modification","mRNA modification"
"5-formyltetrahydrofolate cyclo-ligase activity","5-formyltetrahydrofolate cyclo-ligase activity"
"2-octaprenyl-6-methoxyphenol hydroxylase activity","2-octaprenyl-6-methoxyphenol hydroxylase activity"
"butane-1,4-diamine:2-oxoglutarate aminotransferase activity","butane-1,4-diamine:2-oxoglutarate aminotransferase activity"
"polyamine catabolic process","polyamine catabolic process"
"putrescine catabolic process","putrescine catabolic process"
"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity"
"cellular response to iron ion starvation","cellular response to iron ion starvation"
"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor","oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor"
"ferric-chelate reductase (NADPH) activity","ferric-chelate reductase (NADPH) activity"
"ferric-chelate reductase activity","ferric-chelate reductase activity"
"[glutamate-ammonia-ligase] adenylyltransferase activity","[glutamate-ammonia-ligase] adenylyltransferase activity"
"regulation of cellular amino acid metabolic process","regulation of cellular amino acid metabolic process"
"regulation of cellular amine metabolic process","regulation of cellular amine metabolic process"
"regulation of small molecule metabolic process","regulation of small molecule metabolic process"
"regulation of glutamine family amino acid metabolic process","regulation of glutamine family amino acid metabolic process"
"regulation of cellular ketone metabolic process","regulation of cellular ketone metabolic process"
"3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity","3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity"
"pyridoxine biosynthetic process","pyridoxine biosynthetic process"
"pyridoxine metabolic process","pyridoxine metabolic process"
"pyridoxine 5'-phosphate synthase activity","pyridoxine 5'-phosphate synthase activity"
"[2Fe-2S] cluster assembly","[2Fe-2S] cluster assembly"
