Source 	Target
A0A0F6AWV8	acpT
A0A0F6AWV8	arnA
A0A0F6AYY0	astB
A0A0F6B536	arnB
A0A0F6B536	citD2
A0A0F6B536	clpP
A0A0F6B536	crcB
A0A0F6B9Z1	bioB
A0A0F6B9Z1	bioH
A0A0F6B9Z1	caiD
A0A0F6B9Z1	epd
A0A0F6B2H0	glgB
A0A0F6B2H0	dtpA
A0A0F6B2H0	fadJ
A0A0F6B2H0	ftsB
A0A0F6B736	hisM
A0A0F6B736	glgC
A0A0F6B736	gppA
A0A0F6B736	gpsA
A0A0F6B370	dadX
A0A0F6B3Q8	add
A0A0F6B3Q8	acpP
A0A0F6B3Q8	araA
A0A0F6B3Q8	argE
A0A0F6B7K1	araB
A0A0F6B4A9	argB
A0A0F6B4A9	cbiT
A0A0F6B4A9	caiA
A0A0F6B4A9	astE
A0A0F6B551	coaE
A0A0F6B551	astA
A0A0F6B551	arnD
A0A0F6B551	argG
A0A0F6B9V4	cobC
A0A0F6B9V4	cobD
A0A0F6B9V4	atpF
A0A0F6B9V4	atpE
A0A0F6B3G1	atpH
A0A0F6B3C6	atpA
A0A0F6B650	cyaA
A0A0F6B650	ddlA
A0A0F6B650	dkgA
A0A0F6B650	deoC
A0A0F6B2E3	sdhC
A0A0F6B8Y0	ghrB
A0A0F6B4T3	glk
A0A0F6B2I8	patD
A0A0F6B2I8	bioD1
A0A0F6B2I8	acpS
A0A0F6B2I8	ackA
A0A0F6AW19	anmK
A0A0F6B835	carB
A0A0F6B5M2	argH
A0A0F6B015	carA
A0A0F6B552	aroD
A0A0F6B552	aroA
A0A0F6B552	asr
A0A0F6B552	arnC
A0A0F6AZG7	aroK
A0A0F6AZG7	atpG
A0A0F6AZG7	bfd
A0A0F6AZG7	groES
A0A0F6B0Q1	csgA
A0A0F6B264	dctA
A0A0F6B607	fdhE
A0A0F6AZK7	flgE
A0A0F6AZK7	flgK
A0A0F6AZK7	flhD
A0A0F6AZK7	frsA
A0A0F6AYH7	fumC
A0A0F6B9U7	fucI
A0A0F6B9U7	accD
A0A0F6B9U7	bcsB
A0A0F6B9U7	allB
A0A0F6B3T4	btuD
A0A0F6B3T4	bdm
A0A0F6B3T4	citA
A0A0F6B3T4	citD1
A0A0F6AYL9	clpX
A0A0F6AYL9	cobS
A0A0F6AYL9	corA
A0A0F6AYL9	corC
A0A0F6B1U2	bioD2
A0A0F6AZU3	cysJ
A0A0F6B0E4	cobQ
A0A0F6B0E4	cyaY
A0A0F6B0E4	cutC
A0A0F6B0E4	cysI
A0A0F6B9A7	fliQ
A0A0F6B9A7	fimA
A0A0F6B9A7	der
A0A0F6B9A7	asd
A0A0F6B009	dnaJ
A0A0F6AZ94	bioF
A0A0F6AZ94	accA
A0A0F6AZ94	bioP
A0A0F6AZ94	brnQ
A0A0F6BA78	aaeA
A0A0F6B949	cybC
A0A0F6BB34	cho
A0A0F6BB34	groEL
A0A0F6BB34	ccmE1; ccmE2
A0A0F6BB34	dsbI
A0A0F6B7S7	fusA
A0A0F6B7S7	cysK
A0A0F6B7S7	cueO
A0A0F6B7S7	cueR
A0A0F6B6Q0	hupB
A0A0F6B6Q0	fldB
A0A0F6B6Q0	hflD
A0A0F6B6Q0	hspQ
A0A0F6B2Z4	hutG
A0A0F6B2Z4	garL
A0A0F6B2Z4	hisG
A0A0F6B2Z4	lsrK
A0A0F6AW56	lspA
A0A0F6AW56	lsrR
A0A0F6AW56	aaeB
A0A0F6AW56	allR
A0A0F6AYQ5	ais
A0A0F6AYQ5	actP
A0A0F6AYQ5	argP
A0A0F6AYQ5	argD
A0A0F6B029	cheZ
A0A0F6B1C1	arnT
A0A0F6B1C1	aroF
A0A0F6B1C1	cmoA
A0A0F6B1C1	aroL
A0A0F6B9P1	aroP
A0A0F6B9P1	bcsQ
A0A0F6B9P1	cheY
A0A0F6B9P1	clpB
A0A0F6AXI9	coaD
A0A0F6AXI9	citG1
A0A0F6AXI9	dut
A0A0F6AXI9	grxA
A0A0F6AZX2	xseA
A0A0F6AZX2	era
A0A0F6AZX2	fadR
A0A0F6AZX2	dcyD
A0A0F6AYW2	dadA
A0A0F6AYW2	dnaB
A0A0F6AYW2	dnaK
A0A0F6AYW2	dgt
A0A0F6B5A3	dgcQ
A0A0F6B5A3	galE
A0A0F6B5A3	diaA
A0A0F6B5A3	galF
A0A0F6AY25	glgX
A0A0F6B002	ybdK
A0A0F6AZ46	dtd
A0A0F6AYT0	dxs
A0A0F6B9I9	dusA
A0A0F6B4P0	dusB
A0A0F6B4P0	dusC
A0A0F6B4P0	glgA
A0A0F6B4P0	emtA
A0A0F6B0W0	fadB
A0A0F6B599	fliE
A0A0F6B599	yrfF
A0A0F6B599	glpK
A0A0F6B599	gluQ
A0A0F6AYJ7	gsiD
A0A0F6AWU4	ilvY
A0A0F6AWU4	ilvD
A0A0F6AWU4	kdsB
A0A0F6AWU4	bcsZ
A0A0F6B8N0	grcA
A0A0F6B365	azoR
A0A0F6AWD7	cbpA
A0A0F6AWD7	apaG
A0A0F6AWD7	cbiO
A0A0F6AWD7	argA
A0A0F6B3B7	aroE
A0A0F6B3B7	clcB
A0A0F6B3B7	cobT
A0A0F6B3B7	atpD
A0A0F6AXJ5	btuB
A0A0F6AZJ6	btuC
A0A0F6AZJ6	caiB
A0A0F6AZJ6	cdd
A0A0F6AZJ6	cof
A0A0F6B0G7	csgG
A0A0F6B0G7	dnaA
A0A0F6B0G7	dps
A0A0F6B0G7	yqfB
A0A0F6AYW1	bla
A0A0F6B612	yfbR
A0A0F6B612	astD
A0A0F6B612	aroB
A0A0F6B612	cat
A0A0F6B3D2	ppc
A0A0F6B4H2	cdtB
A0A0F6B4H2	crl
A0A0F6B4H2	cyoE
A0A0F6B4H2	xseB
A0A0F6BAS4	fieF
A0A0F6BAS4	feoB
A0A0F6BAS4	cysZ
A0A0F6BAS4	eamB
A0A0F6AZM5	dsbB
A0A0F6AYD8	dsbD
A0A0F6AWC4	dinB
A0A0F6BAX2	fadA
A0A0F6BAX2	grpE
A0A0F6BAX2	allS
A0A0F6BAX2	cbiD
A0A0F6B2L8	apaH
A0A0F6B834	apt
A0A0F6AX80	astC
A0A0F6AX80	arnE
A0A0F6AX80	aroC
A0A0F6AX80	aroH
A0A0F6B9I3	chbG
A0A0F6B9I3	cdh
A0A0F6B9I3	cheB
A0A0F6B9I3	clpS
A0A0F6B4E1	cysG
A0A0F6B4E1	cysC
A0A0F6B4E1	csrA
A0A0F6B4E1	gsiC
A0A0F6B7G9	ftsH
A0A0F6BAU6	ftsK
A0A0F6BAU6	gdx
A0A0F6BAU6	gcvH
A0A0F6BAU6	glgS
A0A0F6B7U9	ybgI
A0A0F6B7U9	gshB
A0A0F6B7U9	cedA
A0A0F6B7U9	glyA1
A0A0F6B2I1	gmm
A0A0F6B2I1	glnE
A0A0F6B2I1	glpB
A0A0F6B2I1	glyA2
A0A0F6B7W7	glnA
A0A0F6B7W7	gpmA
A0A0F6B7W7	glpE
A0A0F6B7W7	eno
A0A0F6B6K4	eutJ
A0A0F6B3G3	fis
A0A0F6B4W3	fixA
A0A0F6B4W3	flgG
A0A0F6B4W3	flgH
A0A0F6B4W3	fliA
A0A0F6B687	lplA
A0A0F6B687	lplT
A0A0F6B687	hldE
A0A0F6B687	mdtD
A0A0F6B315	mnmA
A0A0F6B315	lsrC
A0A0F6B315	nadA
A0A0F6B315	mdtJ
A0A0F6B6B3	metR
A0A0F6B0S5	nrdI
A0A0F6B0S5	metK
A0A0F6B0S5	mdtM
A0A0F6B0S5	dnaQ
A0A0F6B4V0	dxr
A0A0F6B6F9	clcA
A0A0F6B2K5	coaA
A0A0F6B1B8	cspA
A0A0F6B1B8	cspH
A0A0F6B1B8	cspJ
A0A0F6B1B8	fliJ
A0A0F6B679	fmt
A0A0F6B2N9	gapA
A0A0F6B2N9	mutM
A0A0F6B2N9	gntX
A0A0F6B2N9	glmS
A0A0F6B038	gph
A0A0F6B0V6	hdfR
A0A0F6AYK2	ispG
A0A0F6AYK2	ispD
A0A0F6AYK2	metE
A0A0F6AYK2	metN2
A0A0F6B8G0	metI
A0A0F6B8G0	minC
A0A0F6B8G0	metJ
A0A0F6B8G0	mgsA
A0A0F6B6P6	int
A0A0F6B6P6	ispH
A0A0F6B6P6	kdsC
A0A0F6B6P6	btuF
A0A0F6B742	dam
A0A0F6B742	gdhA
A0A0F6B742	infC
A0A0F6B742	ibpA
A0A0F6B5C1	hybF
A0A0F6B8K1	ibpB
A0A0F6BAR0	hisH
A0A0F6B7W5	hpcH
A0A0F6AZD2	insA
A0A0F6BAI4	pheM
A0A0F6B8S0	livG
A0A0F6B8S0	nfi
A0A0F6B8S0	mdh
A0A0F6B8S0	nfuA
A0A0F6B0M0	mdtA
A0A0F6B4G6	malG
A0A0F6B4G6	malK
A0A0F6B4G6	mgrB
A0A0F6B4G6	metQ
A0A0F6B8W1	moaE
A0A0F6B8W1	hmp
A0A0F6B8W1	hypA
A0A0F6B8W1	ghrA
A0A0F6B2G3	gcvP
A0A0F6B2G3	gatY
A0A0F6B2G3	hemF
A0A0F6B2G3	hslV
A0A0F6B1N0	infA
A0A0F6B1N0	macB
A0A0F6B1N0	mdtI
A0A0F6B1N0	rdgB
A0A0F6B706	miaB
A0A0F6B706	menH
A0A0F6B706	invE
A0A0F6B706	kdsD
A0A0F6B7X5	kdsA
A0A0F6B7X5	kefG
A0A0F6B7X5	thrB
A0A0F6B7X5	leuE
A0A0F6B343	mukB
A0A0F6B343	mukE
A0A0F6B343	mukF
A0A0F6B343	tmk
A0A0F6BA46	nadE
A0A0F6BA46	clsA
A0A0F6BA46	citG2
A0A0F6BA46	dsbE1; dsbE2
A0A0F6B3S8	csgF
A0A0F6B3S8	cutA
A0A0F6B3S8	cysN
A0A0F6B3S8	def
A0A0F6AY51	dapE
A0A0F6AY51	dapD
A0A0F6AY51	dsbA
A0A0F6AY51	yeiP
A0A0F6AYL7	epmA
A0A0F6AYL7	fadE
A0A0F6AYL7	eutC
A0A0F6AYL7	fbp
A0A0F6AWA6	fixX
A0A0F6AWQ2	flgI
A0A0F6AWQ2	fliG
A0A0F6AWQ2	fliO
A0A0F6AWQ2	mntR
A0A0F6B756	mnmG
A0A0F6BAG0	nadB
A0A0F6BAN7	nanM
A0A0F6BAN7	nanA
A0A0F6BAN7	phoN
A0A0F6BAN7	phoP
A0A0F6AYT5	phoQ
A0A0F6B8I5	pdxJ
A0A0F6B8I5	pfkA
A0A0F6B8I5	pdxK
A0A0F6B8I5	pgk
A0A0F6AZ21	pepT
A0A0F6BAN9	pdxY
A0A0F6B3J5	nudI
A0A0F6B8W7	clsB
A0A0F6B2U9	bepA
A0A0F6BAZ3	caiC
A0A0F6B7Y2	ccmA1; ccmA2
A0A0F6B7Y2	deoB
A0A0F6B7Y2	eco
A0A0F6B7Y2	csgE
A0A0F6BA28	cysQ
A0A0F6BA28	cspC
A0A0F6BA28	oadA1; oadA2
A0A0F6BA28	erpA
A0A0F6AZD8	fabA
A0A0F6AZD8	entD
A0A0F6AZD8	fimI
A0A0F6AZD8	fliT
A0A0F6B7B7	flhE
A0A0F6B7B7	feoC
A0A0F6B7B7	galK
A0A0F6B7B7	hslO
A0A0F6AXJ9	pgi
A0A0F6AXJ9	hcp
A0A0F6AXJ9	hda
A0A0F6AXJ9	lamB
A0A0F6B2F3	htpG
A0A0F6B2F3	moaC
A0A0F6B2F3	mntH
A0A0F6B2F3	murB
A0A0F6B2Q2	nanT
A0A0F6B4S1	murI
A0A0F6B4S1	aas
A0A0F6B4S1	pgl
A0A0F6B4S1	aspC
A0A0F6B6H3	asrC
A0A0F6B6H3	dapF
A0A0F6B6H3	dkgB
A0A0F6B6H3	dksA
A0A0F6B1Z2	dlgD
A0A0F6B6M3	deoD
A0A0F6B6M3	ligA
A0A0F6B6M3	nfo
A0A0F6B6M3	xthA
A0A0F6B1W5	fabG
A0A0F6B8Q4	fdhD
A0A0F6B8Q4	yggX
A0A0F6B8Q4	fixB
A0A0F6B8Q4	folE
A0A0F6B3A7	guaA
A0A0F6AX04	ispE
A0A0F6AX04	fadD
A0A0F6AX04	lldP
A0A0F6AX04	gloA
A0A0F6B6L3	frdD
A0A0F6AY39	folD
A0A0F6B1B1	aat
A0A0F6B1B1	lepB
A0A0F6B1B1	lpp1
A0A0F6B1B1	lsrG
A0A0F6AZ07	nagZ
A0A0F6B485	lipB
A0A0F6BA47	ilvL
A0A0F6BA47	lsrB
A0A0F6BA47	lolD
A0A0F6BA47	marB
A0A0F6B8D7	mdtC
A0A0F6B8D7	norR
A0A0F6B8D7	nhaA
A0A0F6B8D7	norV
A0A0F6B0Q4	norW
A0A0F6B0Q4	nlpD
A0A0F6B0Q4	nlpI
A0A0F6B0Q4	ndk
A0A0F6B787	marR
A0A0F6B787	malT
A0A0F6B787	maeA
A0A0F6B787	miaA
A0A0F6AZM9	mepA
A0A0F6BAR2	merD
A0A0F6B611	msrP
A0A0F6B3I7	flgN
A0A0F6B3I7	dapA
A0A0F6B3I7	fnr
A0A0F6B3I7	ddlB
A0A0F6B6X1	dmsD
A0A0F6B6X1	dnaT
A0A0F6B6X1	djlA
A0A0F6B6X1	ysgA
A0A0F6B4T6	ftsP
A0A0F6B4T6	fucK
A0A0F6B4T6	fucU
A0A0F6B4T6	fsa
A0A0F6BAE4	frdC
A0A0F6B4S2	dsrB
A0A0F6B4S2	efp
A0A0F6B4S2	gmhB
A0A0F6B4S2	tufA; tufB
A0A0F6AX25	eutP
A0A0F6AX25	eutL
A0A0F6AX25	fliZ
A0A0F6AX25	flgC
A0A0F6B0P8	flgD
A0A0F6BBC9	fixC
A0A0F6B387	gloB
A0A0F6B976	gsiB
A0A0F6B976	ilvE
A0A0F6B976	invA
A0A0F6B976	guaC
A0A0F6B6L6	alr
A0A0F6B6L6	alr3
A0A0F6B6L6	acs
A0A0F6B6L6	adiC
A0A0F6B0B2	aes
A0A0F6B0B2	cbiN
A0A0F6B0B2	arcA
A0A0F6B0B2	argO
A0A0F6B7Q6	cmoB
A0A0F6B7Q6	gpmI
A0A0F6B7Q6	engB
A0A0F6B7Q6	glpG
A0A0F6B3M9	ybhK
A0A0F6B3M9	gpmB
A0A0F6B3M9	glnB
A0A0F6B3M9	gns
A0A0F6BA23	fabR
A0A0F6B0Q5	gmhA
A0A0F6AXA5	glmU
A0A0F6AX62	glmM
A0A0F6B5N1	gshA
A0A0F6B5N1	ispF
A0A0F6B5N1	kdgT2
A0A0F6B5N1	hutU
A0A0F6B306	mntP
A0A0F6B306	mltC
A0A0F6B306	leuD
A0A0F6B306	mug
A0A0F6B400	lipA
A0A0F6B1M2	lpxK
A0A0F6B1M2	lolA
A0A0F6B1M2	matP
A0A0F6B1M2	minE
A0A0F6AZP1	metN1
A0A0F6B8M9	metAS
A0A0F6AWX8	mdtL
A0A0F6B9E2	nrdR
A0A0F6BAD9	ompA
A0A0F6BAD9	caiT
A0A0F6BAD9	fadI
A0A0F6BAD9	tsf
A0A0F6B0T7	nei
A0A0F6B0T7	exbB
A0A0F6B0T7	entS
A0A0F6B0T7	iscA
A0A0F6B0M8	gyrB
A0A0F6B6I8	gsiA
A0A0F6B6I8	gutQ
A0A0F6B6I8	tdk
A0A0F6B6I8	hldD
A0A0F6B6R4	hns
A0A0F6AX67	lpxC
A0A0F6AX67	lpxH
A0A0F6AX67	pcm
A0A0F6AX67	pnp
A0A0F6B1H5	greA
A0A0F6BAT3	hemH
A0A0F6BAT3	idi
A0A0F6BAT3	ihfB
A0A0F6BAT3	menC
A0A0F6AW88	merP
A0A0F6B8E0	mutL
A0A0F6B8E0	nanE
A0A0F6B8E0	nagB
A0A0F6B8E0	nanK
A0A0F6B5R2	napA
A0A0F6AZ58	nirD
A0A0F6AZ58	plsY
A0A0F6AZ58	nuoA
A0A0F6AZ58	ompC
A0A0F6B0A1	greB
A0A0F6B0A1	kdgT1
A0A0F6B0A1	cadA
A0A0F6B0A1	hscB
A0A0F6B7S6	htpX
A0A0F6BAT9	hpaC
A0A0F6BAT9	hscA
A0A0F6BAT9	hutI
A0A0F6BAT9	marC
A0A0F6AYQ7	iscR
A0A0F6B6C5	kefB
A0A0F6B7S0	pyrL
A0A0F6B6D7	lsrA
A0A0F6B5C3	lldD
A0A0F6B1P1	mdtK
A0A0F6B1P1	nudC
A0A0F6B1P1	oadG2
A0A0F6B1P1	oadB2
A0A0F6AYB4	nuoN
A0A0F6B296	parE
A0A0F6B296	purC
A0A0F6B296	pldA
A0A0F6B296	hisA
A0A0F6B6T2	hisF
A0A0F6B6T2	merR
A0A0F6B6T2	invF
A0A0F6B6T2	lptD
A0A0F6AXI1	lnt
A0A0F6AWN8	nadD
A0A0F6B048	lolB
A0A0F6AXR3	livF
A0A0F6AXR3	lsrD
A0A0F6AXR3	lsrE
A0A0F6AXR3	livH
A0A0F6AWI6	livK
A0A0F6AZI3	yejK
A0A0F6AZI3	mdtG
A0A0F6AZI3	mdtH
A0A0F6AZI3	mdtB
A0A0F6B9V2	mgtC
A0A0F6B717	murE
A0A0F6BAJ7	msrA
A0A0F6BAJ7	mtfA
A0A0F6BAJ7	iscS
A0A0F6BAJ7	kdpC
A0A0F6B091	katG
A0A0F6B091	lexA
A0A0F6B091	mltF
A0A0F6B091	leuC
A0A0F6B5T6	kup
A0A0F6B5T6	lpxD
A0A0F6B5T6	mraY
A0A0F6B5T6	mobA
A0A0F6BAY9	priB
A0A0F6BAY9	yhdE
A0A0F6BAY9	proQ
A0A0F6BAY9	prmA
A0A0F6B818	proA
A0A0F6BA84	ogt
A0A0F6B9B4	oadB1
A0A0F6B9B4	oadG1
A0A0F6B9B4	nuoK
A0A0F6B9B4	rpmJ
A0A0F6AZX6	murC
A0A0F6B016	murG
A0A0F6BAS8	pagP
A0A0F6BAS8	patA
A0A0F6BAS8	phnX
A0A0F6BAS8	pdxA2
A0A0F6B6M8	pdxA
A0A0F6B6M8	phoE
A0A0F6B6M8	pdhR
A0A0F6B6M8	pdxB
A0A0F6AW61	nhaB
A0A0F6AW61	traA
A0A0F6AW61	preT
A0A0F6AW61	prmB
A0A0F6AX89	proB
A0A0F6AX89	nudL
A0A0F6AX89	prpD
A0A0F6AX89	glnL
A0A0F6B8J7	nuoG
A0A0F6B600	pyrE
A0A0F6B2P8	qseC
A0A0F6B4F2	hslU
A0A0F6B4F2	hlyE
A0A0F6B4F2	hisD
A0A0F6AZ73	lsrF
A0A0F6BA09	hisL
A0A0F6B5N9	hisQ
A0A0F6B5N9	lgt
A0A0F6B5N9	ihfA
A0A0F6B5N9	kefF
A0A0F6B182	leuA
A0A0F6B4G9	mnmC
A0A0F6B990	ompR
A0A0F6B2T6	otsA
A0A0F6AXE4	panD
A0A0F6AY66	pyrC
A0A0F6AY66	pepB
A0A0F6AY66	recA
A0A0F6AY66	pduA
A0A0F6B501	rbsB
A0A0F6AXD8	rhaD
A0A0F6AXD8	recR
A0A0F6AXD8	rluC
A0A0F6AXD8	rluD
A0A0F6BAU4	cca
A0A0F6BAU4	dapB
A0A0F6BAU4	cbiB
A0A0F6BAU4	citP
A0A0F6AY28	csgB
A0A0F6AY28	fabZ
A0A0F6AY28	eutS
A0A0F6AY28	hilA
A0A0F6B5R0	ilvC
A0A0F6BA96	cmk
A0A0F6B5X0	mtnN
A0A0F6B5X0	nepI
A0A0F6B5X0	phsB
A0A0F6B5X0	nuoB
A0A0F6B8D8	nuoC
A0A0F6B8D8	psd
A0A0F6B8D8	hisI
A0A0F6B8D8	hfq
A0A0F6B709	lepA
A0A0F6B709	hisB
A0A0F6B709	hemA
A0A0F6B709	hns
A0A0F6AY29	leuL
A0A0F6AY29	hisC
A0A0F6AY29	iacP
A0A0F6AY29	iagB
A0A0F6B967	map
A0A0F6AXK5	prs
A0A0F6AXK5	kefC
A0A0F6AXK5	pykF
A0A0F6AXK5	thrL
A0A0F6B0M5	msrQ
A0A0F6B9N8	nadK
A0A0F6B007	pyrB
A0A0F6B0W8	nrdG
A0A0F6B8M5	merT
A0A0F6B0I8	yedP
A0A0F6B0I8	msbA
A0A0F6B0I8	mtlD
A0A0F6B0I8	panC
A0A0F6BAX8	mscL
A0A0F6BAX8	msgA
A0A0F6BAX8	nusB
A0A0F6BAX8	mdoH
A0A0F6B9F7	pdxH
A0A0F6B9F7	pncB
A0A0F6B9F7	rpmB
A0A0F6B9F7	rpmG
A0A0F6AZB5	rplI
A0A0F6B0J6	rlmN
A0A0F6B6D9	rlmI
A0A0F6B9G4	rlmB
A0A0F6B9G4	rodZ
A0A0F6B9G4	rpsJ
A0A0F6B9G4	rppH
A0A0F6B9Y0	rpsR
A0A0F6B728	speB
A0A0F6B2I5	topA
A0A0F6AWM7	torD
A0A0F6B6B0	topB
A0A0F6B6B0	sucC
A0A0F6B6B0	sufE
A0A0F6B6B0	sufS
A0A0F6B1E4	thiE
A0A0F6B1E4	trxA
A0A0F6B1E4	hemC
A0A0F6B1E4	hutH
A0A0F6B1K4	infB
A0A0F6B1K4	malF
A0A0F6B1K4	menD
A0A0F6B1K4	iraP
A0A0F6AX49	nusG
A0A0F6B9Y6	pyrG
A0A0F6B9Y6	rcnR
A0A0F6B9Y6	rpmI
A0A0F6B9Y6	rplB
A0A0F6B4K7	rhtB
A0A0F6B8X9	rluE
A0A0F6B8X0	rplC
A0A0F6B4B2	rplD
A0A0F6B4V2	rlmC
A0A0F6B6N0	sctN1
A0A0F6B6N0	secM
A0A0F6B6N0	yebF
A0A0F6B6N0	pyrH
A0A0F6BAR1	rplN
A0A0F6BAP2	rplY
A0A0F6B2E6	rplQ
A0A0F6AXP3	rplU
A0A0F6BA71	rplV
A0A0F6BA71	rplW
A0A0F6BA71	ruvC
A0A0F6BA71	rsmG
A0A0F6B5D0	rsxD
A0A0F6B5D0	rsxE
A0A0F6B5D0	thiK
A0A0F6B5D0	selO
A0A0F6B7E9	dsdA
A0A0F6B7E9	sipD
A0A0F6B7E9	sipB
A0A0F6B7E9	sipC
A0A0F6AY65	smp
A0A0F6B9V8	srkA
A0A0F6AWK2	glyQ
A0A0F6AWK2	trpS
A0A0F6AWK2	rluF
A0A0F6AWK2	rfc
A0A0F6B3I6	rmuC
A0A0F6B3I6	prfB
A0A0F6B3I6	sprT
A0A0F6B3I6	smpB
A0A0F6B0N2	gltX
A0A0F6B877	crr
A0A0F6B877	ptrA
A0A0F6B877	rimO
A0A0F6B877	rfbS
A0A0F6BAZ9	repA
A0A0F6B7J8	rfbX
A0A0F6B0Y4	rraA
A0A0F6BB98	rraB
A0A0F6B1Q8	rpsI
A0A0F6B3X3	rpsF
A0A0F6B3X3	sstT
A0A0F6B3X3	sppA
A0A0F6B3X3	spiC
A0A0F6AW91	tpiA
A0A0F6B9J4	ttcA
A0A0F6AWE2	rpmE
A0A0F6AWE2	rpmD
A0A0F6AWE2	rpoD
A0A0F6AWE2	sigE
A0A0F6AWD9	selA
A0A0F6AWD9	selD
A0A0F6AWD9	sodB
A0A0F6AWD9	tadA
A0A0F6B8S2	wecF
A0A0F6B8S2	nuoI
A0A0F6B8S2	rpsH
A0A0F6B8S2	tdcD
A0A0F6B0V0	sdhE
A0A0F6B1D6	sotB
A0A0F6B1D6	aspS
A0A0F6B1D6	alaS
A0A0F6B1D6	symE
A0A0F6AX87	metG
A0A0F6AX87	ulaE
A0A0F6AX87	selU
A0A0F6AX87	spaP
A0A0F6B2I9	ssb2
A0A0F6B2I9	ubiD
A0A0F6B2I9	ubiA
A0A0F6B2I9	tyrR
A0A0F6AYU9	fumD
A0A0F6AYU9	hiuH
A0A0F6AYU9	glaH
A0A0F6AYU9	modC
A0A0F6B6A9	mraZ
A0A0F6B6A9	solA
A0A0F6B6A9	gmk
A0A0F6B6A9	kdpA
A0A0F6B4J2	adk
A0A0F6B7E0	lpp2
A0A0F6B7E0	lpxA
A0A0F6B7E0	mnmE
A0A0F6B7E0	murD
A0A0F6AZP9	murA
A0A0F6B9S2	nanR
A0A0F6AZ82	nsrR
A0A0F6AZ82	yceF
A0A0F6AZ82	phnU
A0A0F6AZ82	rhaM
A0A0F6B4S3	marA
A0A0F6BAF0	luxS
A0A0F6BA35	nagK
A0A0F6BA35	rhaB
A0A0F6BA35	rhaT
A0A0F6BA35	rsmA
A0A0F6AYE0	talA
A0A0F6B569	tatB
A0A0F6BAJ8	talB
A0A0F6BAJ8	rnhA
A0A0F6BAJ8	rpiA
A0A0F6BAJ8	sopE
A0A0F6B4V9	tig
A0A0F6B4V9	sthA
A0A0F6B4V9	pepQ
A0A0F6B4V9	phnT
A0A0F6B1X1	phnW
A0A0F6B2E0	pipB2
A0A0F6B974	pyrD
A0A0F6BA06	pyrI
A0A0F6AWU2	rcsA
A0A0F6AWU2	rhlB
A0A0F6AWU2	rplE
A0A0F6AWU2	sgcX
A0A0F6AYH9	msrB
A0A0F6AYH9	ompS1
A0A0F6AYH9	purL
A0A0F6AYH9	purR
A0A0F6BA95	rbn
A0A0F6B0G5	rpsO
A0A0F6B0G5	rsmB
A0A0F6B0G5	sapB
A0A0F6B0G5	moaA
A0A0F6AWW7	murQ
A0A0F6B1G0	mutH
A0A0F6B1G0	nhaP2
A0A0F6B1G0	nikR
A0A0F6B1G0	nudK
A0A0F6B1J8	pgsA
A0A0F6B1J8	rpsQ
A0A0F6B1J8	nrfA
A0A0F6B1J8	ompF
A0A0F6B3C8	ompW
A0A0F6B5I1	argI
A0A0F6B5I1	potA
A0A0F6B5I1	ptsI
A0A0F6B5I1	rhaA
A0A0F6B9C8	rplK
A0A0F6AZ75	rplM
A0A0F6B0M4	rpmC
A0A0F6B0M4	potD
A0A0F6B0M4	plsB
A0A0F6B0M4	rihA
A0A0F6B6D8	ppk
A0A0F6AXB5	argS
A0A0F6AZF1	valS
A0A0F6AZF1	thiG
A0A0F6AZF1	hemL
A0A0F6AZF1	cobB
A0A0F6B4R0	mreB
A0A0F6B4R0	ompL
A0A0F6B4R0	mdoD
A0A0F6B4R0	mdoB
A0A0F6AWB3	pepE
A0A0F6AWB3	potB
A0A0F6AWB3	purM
A0A0F6AWB3	rpsG
A0A0F6B3K5	spaQ
A0A0F6B7B8	stpA
A0A0F6B7B8	yihT
A0A0F6B7B8	mkaB
A0A0F6B7B8	silC
A0A0F6AY10	sopE
A0A0F6B0G2	silB
A0A0F6B0G2	silE
A0A0F6B0G2	silP
A0A0F6B0G2	silR
A0A0F6B0Z8	yuaZ
A0A0F6B9B8	scrK
A0A0F6AZA5	spvC
A0A0F6B5M9	yubL
A0A0F6B645	scrY
A0A0F6B645	traT
A0A0F6B645	mucA
A0A0F6B732	dam
A0A0F6B2M4	aphA
A0A0F6B2M4	aroQ
A0A0F6B2M4	bla
A0A0F6B2M4	bla
A0A0F6BAD7	bla
A0A0F6BAD7	bla
A0A0F6BAD7	bla
A0A0F6B3I3	bla
A0A0F6B682	gdx
A0A0F6B6C3	dhfrIII
A0A0F6B6C3	ebr
A0A0F6B6C3	impA
A0A0F6B6C3	impB
A0A0F6BA43	impC
A0A0F6BA43	impC
A0A0F6BA43	mucB
A0A0F6BA43	silA
A0A0F6AY90	scrR
A0A0F6B8C8	samB
A0A0F6B666	silS
A0A0F6AWE6	scrA
A0A0F6B6Q2	scrB
A0A0F6B6Q2	spvB
A0A0F6B6Q2	sspH1
A0A0F6B6Q2	sspH2
A0A0F6B1J7	sarA
A0A0F6B1J7	spiC
A0A0F6B1J7	sopA
A0A0F6B1J7	suhB
A0A0F6BBA6	ssaV
A0A0F6B477	smvA
A0A0F6BAA2	rseA
A0A0F6BAA2	rseB
A0A0F6BAA2	rsep
A0A0F6BAA2	ssaJ
A0A0F6AYF7	slrP
A0A0F6AYF7	rpoE
A0A0F6AYF7	ydiV
A0A0F6AYF7	yddG
A0A0F6B2Y2	steC
